job_link,extracted_email,status,original_text
https://in.linkedin.com/jobs/view/lead-data-engineer-at-r3-consultant-4386968580,,SKIPPED_NO_EMAIL,"SQL, Python, ETL"
https://in.linkedin.com/jobs/view/python-ai-ml-intern-at-durapid-technologies-private-limited-4424329865,,SKIPPED_NO_EMAIL,Python
https://in.linkedin.com/jobs/view/senior-forward-deployed-scientist-at-uipath-4371957148,,SKIPPED_NO_EMAIL,"SQL, Python, R, Statistics, Data Visualization"
https://in.linkedin.com/jobs/view/manager-at-ah-international-private-limited-4417886151,,SKIPPED_NO_EMAIL,"SQL, Python"
https://in.linkedin.com/jobs/view/senior-functional-analyst-salesforce-pacific-time-zone-at-par-technology-4319514731,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/technical-lead-at-biz4group-llc-4415059782,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412198733,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/team-leader-quality-analyst-at-metlife-4430481713,,SKIPPED_NO_EMAIL,"Excel, Statistics, Reporting"
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412412318,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/associate-appian-developer-at-appbay-technologies-4410172887,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/speech-ai-evaluation-specialist%C2%A0-at-rws-group-4431767782,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411232359,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412413219,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/recruiting-senior-analyst-at-accenture-in-india-4346702156,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4377404484,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4432472433,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411230345,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412407410,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412194985,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/business-analyst-at-listenfirst-4437037953,,SKIPPED_NO_EMAIL,"R, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412408361,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/lead-sr-mlops-engineer-domino-data-lab-at-epam-systems-4431586213,,SKIPPED_NO_EMAIL,"Python, R"
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4432476318,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412401487,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412401488,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412413218,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412413217,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412410346,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412410341,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412409381,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412409377,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412408360,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411216543,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411215497,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411215496,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411214518,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4411210871,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410900632,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/software-development-engineer-l2-at-truworth-wellness-4428480918,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4377193942,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4423087050,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/business-analyst-at-rajasthan-patrika-pvt-ltd-4431918385,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430757785,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430775065,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408581542,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430758833,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430758828,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429729748,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430760731,,SKIPPED_NO_EMAIL,Python
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410908374,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408700122,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/forward-deployed-engineer-at-accenture-in-india-4430761764,,SKIPPED_NO_EMAIL,Python
https://in.linkedin.com/jobs/view/business-analyst-fresher-at-addweb-solution-private-limited-4426611284,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/business-analyst-strategy-new-business-at-akd-realty-4436063985,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/business-analyst-at-viralchilly-create-grow-learn-4437796041,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/senior-lead-business-analyst-pc-insurance-at-epam-systems-4427831915,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/business-analyst-at-aelum-consulting-servicenow-premier-partner-4419264460,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/business-interlock-analyst-at-accenture-in-india-4430721282,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4357474823,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410911316,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4380535161,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/mobilization-senior-analyst-at-accenture-in-india-4434718837,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4397381122,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408584430,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4405463326,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4344232467,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408598210,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408585389,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408581543,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4344232470,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4344093200,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/delivery-operations-senior-analyst-at-accenture-in-india-4432411556,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408593273,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408588313,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408585393,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408585392,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408522472,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4408512598,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429741338,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429733679,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4379986460,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429725826,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429723843,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429744000,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429732685,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/order-to-cash-operations-senior-analyst-at-accenture-in-india-4429726752,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4435837804,,SKIPPED_NO_EMAIL,"Excel, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4435833896,,SKIPPED_NO_EMAIL,"Excel, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/erpnext-developer-at-%E0%A4%B8%E0%A4%BE%E0%A4%A6%E0%A4%BE-saadaa-4416746002,,SKIPPED_NO_EMAIL,"SQL, Python, Reporting"
https://in.linkedin.com/jobs/view/quality-analyst-bengali-at-mobzway-technologies-4326855357,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412403467,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412402442,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412400506,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412198732,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4412198731,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410916184,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410907436,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4408586405,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4423071386,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/implementation-engineer-at-robomq-4403556966,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/quality-analyst-quality-service-lumen-at-bill-gosling-outsourcing-4414736964,,SKIPPED_NO_EMAIL,"Statistics, Reporting"
https://in.linkedin.com/jobs/view/dot-net-developer-at-e-connect-solutions-pvt-ltd-4414434986,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4339267776,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/product-manager-at-izoologic-4434506339,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4335383223,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4335373137,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/social-media-manager-at-city-palace-museum-jaipur-4435562649,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/project-manager-%E2%80%94-data-analytics-jaipur-india-at-thoughtswin-4432936296,,SKIPPED_NO_EMAIL,"Power BI, Reporting"
https://in.linkedin.com/jobs/view/business-head-%E2%80%93-digital-operations-management-at-zealant-consulting-group-4435209662,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/senior-data-engineer-at-khushi-baby-4435399303,,SKIPPED_NO_EMAIL,"SQL, Python, R, ETL"
https://in.linkedin.com/jobs/view/sen-data-modller-eng-5-yrs-at-orbion-infotech-4408993271,,SKIPPED_NO_EMAIL,SQL
https://in.linkedin.com/jobs/view/consultant-salesforce-at-mtx-group-4422278505,,SKIPPED_NO_EMAIL,"SQL, Power BI, ETL, Data Visualization"
https://in.linkedin.com/jobs/view/professor-associate-professor-assistant-professor-%E2%80%93-data-science-at-nims-university-4435097399,,SKIPPED_NO_EMAIL,"Statistics, Data Visualization"
https://in.linkedin.com/jobs/view/head-of-international-business-development-at-polaris-smart-metering-4433659200,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/e-commerce-product-analytics-specialist-at-clickforge-4435551152,,SKIPPED_NO_EMAIL,"SQL, Excel, Power BI, Tableau, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/e-commerce-operations-manager-at-superkicks-4426076034,,SKIPPED_NO_EMAIL,Excel
https://in.linkedin.com/jobs/view/financial-planning-analysis-analyst-at-clickforge-4406923488,,SKIPPED_NO_EMAIL,"Excel, Power BI, Reporting"
https://in.linkedin.com/jobs/view/ppc-intern-at-viralchilly-create-grow-learn-4438206742,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/performance-marketing-executive-at-biz4group-llc-4425236787,,SKIPPED_NO_EMAIL,"Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/advertising-specialist-ppc-at-the-marketplace-guru-4436525656,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/db-is-operations-india-operations-manager-avp-at-deutsche-bank-4435848558,,SKIPPED_NO_EMAIL,"Excel, Reporting"
https://in.linkedin.com/jobs/view/senior-data-engineer-at-khushi-baby-4432315618,,SKIPPED_NO_EMAIL,"SQL, Python, R, ETL"
https://in.linkedin.com/jobs/view/head-of-estimation-digital-construction-at-zealant-consulting-group-4433461223,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/product-engineer-remote-full-time-as263-at-smart-working-4432191360,,SKIPPED_NO_EMAIL,SQL
https://in.linkedin.com/jobs/view/airbrick-chief-business-officer-cbo-15-0-yrs-at-etcio-cloud-data-center-4431652320,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/product-category-specialist-at-clickforge-4431470122,,SKIPPED_NO_EMAIL,"SQL, Excel, Power BI, Tableau, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/senior-service-delivery-manager-ams-at-epam-systems-4424874889,,SKIPPED_NO_EMAIL,"Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/email-marketing-manager-at-angara-ecommerce-pvt-ltd-4433087309,,SKIPPED_NO_EMAIL,"Power BI, Reporting"
https://in.linkedin.com/jobs/view/performance-management-specialist-at-%E0%A4%B8%E0%A4%BE%E0%A4%A6%E0%A4%BE-saadaa-4419068069,,SKIPPED_NO_EMAIL,"Excel, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/chief-platform-architect-%E2%80%93-digital-construction-management-dcm-at-zealant-consulting-group-4432188588,,SKIPPED_NO_EMAIL,"Power BI, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/databricks-architect-data-engineering-at-bot-consulting-4435356563,,SKIPPED_NO_EMAIL,"SQL, Python, Power BI, Tableau, ETL, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/growth-marketer-web-analyst-at-clickforge-4373040868,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/agentic-ai-engineer-assistant-vice-president-vice-president-at-icapital-4419815914,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/business-transformation-senior-manager-at-accenture-in-india-4424780841,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/digital-marketing-internship-in-jaipur-at-emiac-technologies-4437492745,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/databricks-architect-at-bot-consulting-4426575289,,SKIPPED_NO_EMAIL,"SQL, Python, Power BI, Tableau, ETL, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/data-operation-lead-at-r3-consultant-4386496336,,SKIPPED_NO_EMAIL,"SQL, Excel, Python, ETL, Data Visualization"
https://in.linkedin.com/jobs/view/lead-engineer-ai-at-auriga-it-4436407297,,SKIPPED_NO_EMAIL,"Python, R, Reporting"
https://in.linkedin.com/jobs/view/application-support-engineer-at-accenture-in-india-4433365533,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/senior-data-engineer-jaipur-india-at-thoughtswin-4432670123,,SKIPPED_NO_EMAIL,"SQL, Python, ETL"
https://in.linkedin.com/jobs/view/search-engine-optimization-specialist-at-satnam-webtech-pvt-ltd-4427279561,,SKIPPED_NO_EMAIL,Not Mentioned
https://in.linkedin.com/jobs/view/business-transformation-specialist-at-accenture-in-india-4429890616,,SKIPPED_NO_EMAIL,"Excel, Power BI, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/senior-technical-recruiter-at-nav-fund-services-4438154559,,SKIPPED_NO_EMAIL,"Python, Reporting"
https://in.linkedin.com/jobs/view/digital-marketing-specialist-at-%E0%A4%B8%E0%A4%BE%E0%A4%A6%E0%A4%BE-saadaa-4416737903,,SKIPPED_NO_EMAIL,"Excel, Reporting, Data Visualization"
https://in.linkedin.com/jobs/view/in-senior-associate-digital-initiatives-igt-citizen-and-business-services-advisory-jaipur-at-pwc-india-4361321135,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/conversion-rate-optimization-cro-specialist-at-%E0%A4%B8%E0%A4%BE%E0%A4%A6%E0%A4%BE-saadaa-4413038163,,SKIPPED_NO_EMAIL,Excel
https://in.linkedin.com/jobs/view/hrbp-at-%E0%A4%B8%E0%A4%BE%E0%A4%A6%E0%A4%BE-saadaa-4422872466,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/databricks-architect-big-data-platform-at-bot-consulting-4400666085,,SKIPPED_NO_EMAIL,SQL
https://in.linkedin.com/jobs/view/teaching-assistant-at-hsb-hari-shankar-singhania-school-of-business-4422280381,,SKIPPED_NO_EMAIL,"SQL, Excel, Python, R, Tableau, Statistics"
https://in.linkedin.com/jobs/view/in-senior-associate-oracle-pl-sql-apptech-advisory-jaipur-at-pwc-india-4435858052,,SKIPPED_NO_EMAIL,"SQL, ETL"
https://in.linkedin.com/jobs/view/habilelabs-manager-%E2%80%93-iot-product-marketing-sales-10-0-yrs-at-etcio-cloud-data-center-4431397475,,SKIPPED_NO_EMAIL,Reporting
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343129336,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343099537,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343099555,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343119370,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343089501,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343290029,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343139246,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343159193,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343248925,,SKIPPED_NO_EMAIL,"SQL, Reporting"
https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343228909,,SKIPPED_NO_EMAIL,"SQL, Reporting"
